TYPEID;GROUPID;TYPENAME;MASS;VOLUME
354957;350858;CreoDron Shotgun;0;0,01
354958;354753;[DEMO] Drone Hive;0;0,01
354959;350858;ELM-7 Laser Rifle;0;0,01
354960;350858;Viziam Laser Rifle;0;0,01
354961;350858;MH-82 Heavy Machine Gun;0;0,01
354962;350858;Boundless Heavy Machine Gun;0;0,01
354963;350858;EXO-5 Mass Driver;0;0,01
354964;350858;Freedom Mass Driver;0;0,01
355010;350858;PRO Drone Shotgun;0;0,01
355013;350858;ADV Drone Shotgun;0;0,01
355015;350858;Drone Shotgun;0;0,01
355019;350858;PRO Drone Forge Gun;0;0,01
355027;350858;ADV Drone Forge Gun;0;0,01
355032;350858;Drone Forge Gun;0;0,01
355038;350858;Drone Sniper Rifle;0;0,01
355043;350858;PRO Drone Sniper Rifle;0;0,01
355050;350858;ADV Drone Sniper Rifle;0;0,01
355067;350858;PRO Drone Mass Driver;0;0,01
355069;350858;ADV Drone Mass Driver;0;0,01
355071;350858;Drone Mass Driver;0;0,01
355081;350858;Drone Assault Rifle;0;0,01
355087;350858;PRO Drone Assault Rifle;0;0,01
355098;350858;ADV Drone Assault Rifle;0;0,01
355104;350858;PRO Drone Laser Rifle;0;0,01
355107;350858;ADV Drone Laser Rifle;0;0,01
355109;350858;Drone Laser Rifle;0;0,01
355139;350858;PRO Drone Swarm Launcher;0;0,01
355145;350858;ADV Drone Swarm Launcher;0;0,01
355151;350858;Drone Swarm Launcher;0;0,01
355157;350858;PRO Drone HMG;0;0,01
355159;350858;ADV Drone HMG;0;0,01
355161;350858;Drone HMG;0;0,01
355198;354753;Drone Hive - Lvl.1;0;0,01
355199;354753;Drone Hive - Lvl.3;0;0,01
355201;354753;Drone Hive - Lvl.4;0;0,01
355210;354641;Passive Booster (15-Day);0;0,01
355212;351648;Shotgun Operation;0;0,01
355213;351648;Shotgun Proficiency;0;0,01
355217;354641;Active Booster (3-Day);0;0,01
355218;354641;Passive Booster (3-Day);0;0,01
355219;354641;Passive Booster (7-Day);0;0,01
355249;351210;Cestus ;0;0,01
355250;351210;Charron ;0;0,01
355254;350858;Boundless Breach Submachine Gun;0;0,01
355256;350858;Kaalakiota Tactical Sniper Rifle;0;0,01
355257;350858;KLO-1 Scrambler Pistol;0;0,01
355258;350858;Carthum Assault Scrambler Pistol;0;0,01
355259;350858;Assault Scrambler Pistol;0;0,01
355260;350858;'Cerberus' CRG-3 Shotgun;0;0,01
355261;350858;'Hydra' CreoDron Shotgun;0;0,01
355262;350858;'Broadside' MH-82 Heavy Machine Gun;0;0,01
355263;350858;'Steelmine' Boundless Heavy Machine Gun;0;0,01
355264;350858;'Cyclone' EXO-5 Mass Driver;0;0,01
355265;350858;'Avalanche' Freedom Mass Driver;0;0,01
355266;351844;'Maelstrom' R11-4 Flux Nanohive;0;0,01
355267;351844;'Void' Imperial Drop Uplink;0;0,01
355268;351844;KIN-012 Nanite Injector;0;0,01
355269;351844;Wiyrkomi Nanite Injector;0;0,01
355270;351844;'Necromancer' KIN-012 Nanite Injector;0;0,01
355271;351844;'Talisman' Wiyrkomi Nanite Injector;0;0,01
355280;351648;Nanocircuitry;0;0,01
355294;351121;Squad - Shield Resistance;0;0,01
355297;351121;Squad - Signature Dampener;0;0,01
355299;351121;[DEV] Remote Shield Recharger;0;0,01
355308;351121;Squad - Shield Energizer;0;0,01
355325;354753;QA Drone Hive 1;0;0,01
355326;354753;QA Drone Hive 2;0;0,01
355327;354753;QA Drone Hive 3;0;0,01
355329;351121;[DEV] Anti-Shield Recharger;0;0,01
355331;351121;[DEV] Anti-ROF;0;0,01
355332;351121;[DEV] Movement Nullifier;0;0,01
355374;351210;Sica;0;0,01
355375;351121;Militia Armor Repair Unit;0;0,01
355402;351121;Militia Heavy Armor Repair Unit;0;0,01
355403;351121;Militia Shield Booster;0;0,01
355404;351121;Militia Heavy Shield Booster;0;0,01
355405;351121;Militia 60mm Reinforced Steel Plates;0;0,01
355406;351121;Militia 120mm Reinforced Steel Plates;0;0,01
355407;351121;Militia 180mm Reinforced Steel Plates;0;0,01
355408;351121;Militia Energized Plating;0;0,01
355409;351121;Militia CPU Enhancer;0;0,01
355411;351121;Militia Powergrid Expansion Unit;0;0,01
355412;351121;Militia Power Diagnostic System;0;0,01
355413;351121;Militia Shield Extender ;0;0,01
355414;351121;Militia Heavy Shield Extender;0;0,01
355415;351121;Militia Shield Regenerator;0;0,01
355416;351121;Militia Shield Resistance Amplifier;0;0,01
355421;351121;Militia Sidearm Damage Modifier;0;0,01
355422;351121;Militia Heavy Damage Modifier;0;0,01
355423;351210;Onikuma - Impact;0;0,01
355424;351210;Baloch - Impact;0;0,01
355425;351064;Dire Sentinel;0;0,01
355426;351064;Arbiter;0;0,01
355427;351064;Artificer;0;0,01
355428;351844;Militia Nanite Injector;0;0,01
355430;351064;'Dragonfly' Scout [nSv];0;0,01
355432;350858;'Toxin' ICD-9 Submachine Gun;0;0,01
355434;350858;HK4M Shotgun;0;0,01
355435;351844;Hacked Drop Uplink;0;0,01
355438;354753;Drone Hive;0;0,01
355439;354753;Drone Hive;0;0,01
355442;351121;1.5dn Myofibril Stimulant;0;0,01
355443;350858;Fused Locus Grenade;0;0,01
355445;351064;QA God Suit;0;0,01
355470;351210;Soma;0;0,01
355471;351210;Gorgon - Hatch;0;0,01
355472;351210;Viper;0;0,01
355473;351210;Gorgon;0;0,01
355474;351210;Viper - Hatch;0;0,01
355475;351210;Sica - Tension;0;0,01
355476;350858;Passenger Position;0;0,01
355478;350858;Passenger Position;0;0,01
355479;351210;Soma - Tension;0;0,01
355483;350858;AntiMCC Railgun;0;0,01
355488;350858;Passenger Position;0;0,01
355495;350858;Breach Shotgun;0;0,01
355497;350858;'Chimera' Shotgun;0;0,01
355498;350858;'Golem' Heavy Machine Gun;0;0,01
355499;350858;'Tsunami' Mass Driver;0;0,01
355508;351844;Cortex;0;0,01
355514;350858;KR-17 Breach Shotgun;0;0,01
355515;350858;Allotek Breach Shotgun;0;0,01
355516;351064;Logistics Type-II;0;0,01
355517;351121;Enhanced Profile Dampener;0;0,01
355518;351121;Complex Profile Dampener;0;0,01
355519;351121;'Cataract' Basic Profile Dampener;0;0,01
355520;351121;'Nyctalus' Enhanced Profile Damper;0;0,01
355521;351121;'Miosis' Complex Profile Damper;0;0,01
355523;351121;Militia Profile Dampener;0;0,01
355526;351121;'Echo' Basic Light Damage Modifier;0;0,01
355527;351121;'Ricochet' Enhanced Light Damage Modifier;0;0,01
355528;351121;'Cascade' Complex Light Damage Modifier;0;0,01
355532;351121;'Debris' Basic Sidearm Damage Modifier;0;0,01
355533;351121;'Fragment' Enhanced Sidearm Damage Modifier;0;0,01
355534;351121;'Sliver' Complex Sidearm Damage Modifier;0;0,01
355535;351121;'Tremor' Basic Heavy Damage Modifier;0;0,01
355536;351121;'Impact' Enhanced Heavy Damage Modifier;0;0,01
355537;351121;'Seismic' Complex Heavy Damage Modifier;0;0,01
355558;354641;Passive Booster (30-Day);0;0,01
355561;354641;Active Booster (30-Day);0;0,01
355566;351121;Enhanced Codebreaker;0;0,01
355567;351121;Complex Codebreaker;0;0,01
355568;351121;Basic Codebreaker;0;0,01
355569;351121;'Pandemic' Complex Codebreaker;0;0,01
355570;351121;'Pathogen' Basic Codebreaker;0;0,01
355571;351121;'Contagion' Enhanced Codebreaker;0;0,01
355577;351844;Proximity Explosive;0;0,01
355582;351121;'Origin' Enhanced Shield Regulator;0;0,01
355583;351121;'Shaft' Basic Shield Regulator;0;0,01
355584;351121;'Tether' Complex Shield Regulator;0;0,01
355585;351121;Basic Shield Regulator;0;0,01
355586;351121;Complex Shield Regulator;0;0,01
355587;351121;Enhanced Shield Regulator;0;0,01
355591;351121;Militia Shield Regulator;0;0,01
355594;350858;C-7 Flux Grenade;0;0,01
355595;350858;Allotek Flux Grenade;0;0,01
355596;350858;'Siren' Flux Grenade;0;0,01
355597;350858;'Klaxon' Allotek Flux Grenade;0;0,01
355598;350858;'Banshee' C-7 Flux Grenade;0;0,01
355599;350858;'Haze' Locus Grenade;0;0,01
355600;350858;'Husk' AV Grenade;0;0,01
355603;350858;Breach Scrambler Pistol;0;0,01
355604;350858;TY-5 Breach Scrambler Pistol;0;0,01
355605;350858;Imperial Breach Scrambler Pistol;0;0,01
355607;351121;Magnetic Field Stabilizer;0;0,01
355610;351121;Fire Control System;0;0,01
355611;351121;Conscript Heat Sink;0;0,01
355613;351121;Propulsion Test Plates;0;0,01
355614;351121;Inertia Test Plates;0;0,01
355615;350858;Synch AV Grenade;0;0,01
355616;350858;EX-3 Sleek AV Grenade;0;0,01
355617;350858;Lai Dai Packed AV Grenade;0;0,01
355679;350858;Scrambler Rifle;0;0,01
355685;350858;Imperial Scrambler Rifle;0;0,01
355697;350858;CRW-04 Scrambler Rifle;0;0,01
355720;351064;'Skinweave' Militia Caldari Medium Frame;0;0,01
355721;354753;Large Blaster Installation;0;0,01
355722;354753;Large CA Railgun Installation;0;0,01
355723;354753;Large GA Railgun Installation;0;0,01
355724;354753;Large Missile Installation;0;0,01
355740;350858;Wiyrkomi Breach Forge Gun;0;0,01
355741;350858;'Grimoire' 20GJ Blaster;0;0,01
355742;350858;'Calisto' 20GJ Neutron Blaster;0;0,01
355743;350858;'Phantasm' 20GJ Ion Cannon;0;0,01
355744;350858;'Wraith' 80GJ Blaster;0;0,01
355746;350858;'Oracle' 80GJ Neutron Blaster;0;0,01
355747;350858;'Sodom' 80GJ Ion Cannon;0;0,01
355748;350858;'Lycan' 20GJ Railgun;0;0,01
355749;350858;'Spartan' 20GJ Particle Accelerator;0;0,01
355750;350858;'Martyr' 20GJ Particle Cannon;0;0,01
355751;350858;'Pariah' 80GJ Railgun;0;0,01
355752;350858;'Mortis' 80GJ Particle Accelerator;0;0,01
355753;350858;'Gomorrah' 80GJ Particle Cannon;0;0,01
355761;350858;'Brimstone' ST-1 Missile Launcher;0;0,01
355762;350858;'Arson' AT-1 Missile Launcher;0;0,01
355763;350858;'Cinder' XT-1 Missile Launcher;0;0,01
355764;350858;'Harbinger' ST-201 Missile Launcher;0;0,01
355765;350858;'Omen' AT-201 Missile Launcher;0;0,01
355766;350858;'Prodigy' XT-201 Missile Launcher;0;0,01
355767;351064;'Skinweave' Militia Gallente Light Frame;0;0,01
355768;351064;'Skinweave' Militia Minmatar Medium Frame;0;0,01
355771;351064;'Skinweave' Militia Amarr Heavy Frame;0;0,01
355772;351210;Guristas Saga;0;0,01
355779;350858;Breach Mass Driver;0;0,01
355781;350858;Assault Mass Driver;0;0,01
355785;351121;Insulated Magnetic Field Stabilizer;0;0,01
355786;351121;Nonlinear Flux Stabilizer;0;0,01
355787;351121;'Utopia' Magnetic Field Stabilizer;0;0,01
355788;351121;Asynchronous Fire Control;0;0,01
355789;351121;Fire Control System II;0;0,01
355790;351121;'Trojan' Fire Control System;0;0,01
355791;351121;Modified Extruded Heat Sink;0;0,01
355792;351121;Vented Heat Sink;0;0,01
355793;351121;'Helios' Heat Sink;0;0,01
355798;351121;Low Throughput Field Stabilizer I;0;0,01
355799;351121;LT Linear Flux Stabilizer;0;0,01
355800;351121;Low Throughput Field Stabilizer II;0;0,01
355801;351121;LT Insulated Stabilizer Array;0;0,01
355802;351121;High Throughput Field Stabilizer I;0;0,01
355803;351121;HT Linear Flux Stabilizer;0;0,01
355804;351121;High Throughput Field Stabilizer II;0;0,01
355805;351121;HT Insulated Stabilizer Array;0;0,01
355807;351121;Calibration Subsystem;0;0,01
355808;351121;Routine Calibration Subsystem;0;0,01
355809;351121;Tolerant Calibration Subsystem;0;0,01
355810;351121;'Cirrus' Calibration Subsystem;0;0,01
355811;351121;Militia Field Stabilizer I;0;0,01
355812;350858;EK-A2 Breach Mass Driver;0;0,01
355813;350858;EC-3 Assault Mass Driver;0;0,01
355814;350858;Core Breach Mass Driver;0;0,01
355815;350858;Boundless Assault Mass Driver;0;0,01
355820;350858;Burst Heavy Machine Gun;0;0,01
355821;350858;Assault Heavy Machine Gun;0;0,01
355822;350858;80GJ Stabilized Blaster;0;0,01
355823;350858;80GJ Compressed Blaster;0;0,01
355824;350858;80GJ Stabilized Ion Cannon;0;0,01
355825;350858;80GJ Compressed Ion Cannon;0;0,01
355826;350858;80GJ Stabilized Neutron Blaster;0;0,01
355827;350858;80GJ Compressed Neutron Blaster;0;0,01
355828;350858;20GJ Stabilized Neutron Blaster;0;0,01
355829;350858;20GJ Compressed Neutron Blaster;0;0,01
355830;350858;20GJ Stabilized Ion Cannon;0;0,01
355831;350858;20GJ Compressed Ion Cannon;0;0,01
355832;350858;20GJ Stabilized Blaster;0;0,01
355833;350858;20GJ Compressed Blaster;0;0,01
355834;350858;80GJ Stabilized Particle Accelerator;0;0,01
355835;350858;80GJ Compressed Particle Accelerator;0;0,01
355836;350858;80GJ Stabilized Particle Cannon;0;0,01
355837;350858;80GJ Compressed Particle Cannon;0;0,01
355839;350858;80GJ Stabilized Railgun;0;0,01
355840;350858;80GJ Compressed Railgun;0;0,01
355841;350858;20GJ Stabilized Particle Accelerator;0;0,01
355842;350858;20GJ Compressed Particle Accelerator;0;0,01
355843;350858;20GJ Stabilized Particle Cannon;0;0,01
355844;350858;20GJ Compressed Particle Cannon;0;0,01
355845;350858;20GJ Stabilized Railgun;0;0,01
355846;350858;20GJ Compressed Railgun;0;0,01
355847;350858;AT-201 Accelerated Missile Launcher;0;0,01
355848;350858;AT-201 Fragmented Missile Launcher;0;0,01
355849;350858;XT-201 Accelerated Missile Launcher;0;0,01
355850;350858;XT-201 Fragmented Missile Launcher;0;0,01
355851;350858;ST-201 Accelerated Missile Launcher;0;0,01
355852;350858;ST-201 Fragmented Missile Launcher;0;0,01
355853;350858;AT-1 Accelerated Missile Launcher;0;0,01
355854;350858;AT-1 Fragmented Missile Launcher;0;0,01
355855;350858;XT-1 Accelerated Missile Launcher;0;0,01
355856;350858;XT-1 Fragmented Missile Launcher;0;0,01
355857;350858;ST-1 Accelerated Missile Launcher;0;0,01
355858;350858;ST-1 Fragmented Missile Launcher;0;0,01
355859;350858;Six Kin Burst Heavy Machine Gun;0;0,01
355860;350858;Freedom Assault Heavy Machine Gun;0;0,01
355861;350858;MLR-A Burst Heavy Machine Gun;0;0,01
355862;350858;MO-4 Assault Heavy Machine Gun;0;0,01
355863;350858;Specialist Shotgun;0;0,01
355864;350858;K5 Specialist Shotgun;0;0,01
355865;350858;Duvolle Specialist Shotgun;0;0,01
355866;350858;80GJ Scattered Neutron Blaster;0;0,01
355867;350858;80GJ Scattered Ion Cannon;0;0,01
355868;350858;80GJ Scattered Blaster;0;0,01
355869;350858;20GJ Scattered Neutron Blaster;0;0,01
355870;350858;20GJ Scattered Ion Cannon;0;0,01
355871;350858;20GJ Scattered Blaster;0;0,01
355872;350858;80GJ Regulated Particle Accelerator;0;0,01
355873;350858;80GJ Regulated Particle Cannon;0;0,01
355874;350858;80GJ Regulated Railgun;0;0,01
355875;350858;20GJ Regulated Particle Accelerator;0;0,01
355876;350858;20GJ Regulated Particle Cannon;0;0,01
355877;350858;20GJ Regulated Railgun;0;0,01
355878;350858;AT-201 Cycled Missile Launcher;0;0,01
355879;350858;XT-201 Cycled Missile Launcher;0;0,01
355880;350858;ST-201 Cycled Missile Launcher;0;0,01
355881;350858;AT-1 Cycled Missile Launcher;0;0,01
355882;350858;XT-1 Cycled Missile Launcher;0;0,01
355883;350858;ST-1 Cycled Missile Launcher;0;0,01
355894;351121;Heavy Payload Control System I;0;0,01
355895;351121;HP Multiphasic Bolt Array I;0;0,01
355896;351121;Heavy Payload Control System II;0;0,01
355897;351121;HP Muon Coil Bolt Array I;0;0,01
355898;351121;Light Payload Control System I;0;0,01
355903;351121;LP Cross-Linked Bolt Array I;0;0,01
355904;351121;Light Payload Control System II;0;0,01
355905;351121;LP Muon Coil Bolt Array I;0;0,01
355906;351121;Systemic Ballistic Control System I;0;0,01
355908;351121;Systemic Bolt Array I;0;0,01
355909;351121;Systemic Ballistic Control System II;0;0,01
355910;351121;Systemic 'Pandemonium' Ballistic Enhancement;0;0,01
355927;351121;Militia Ballistic Control I;0;0,01
355928;351121;Active Heat Sink I;0;0,01
355929;351121;Azeotripic Coolant Pump;0;0,01
355930;351121;Active Heat Sink II;0;0,01
355931;351121;Gadolinium Array;0;0,01
355932;351648;Systems Hacking;0;0,01
355949;350858;Handheld weapon needs a name;0;0,01
355962;350858;Missile Launcher;0;0,01
355964;350858;Missile Installation;0;0,01
355976;354641;Universal Voice Transmitter (1-Day);0;0,01
355977;354641;Universal Voice Transmitter (3-Day);0;0,01
355978;354641;Universal Voice Transmitter (7-Day);0;0,01
355979;354641;Universal Voice Transmitter (30-Day);0;0,01
355994;350858;Balac's GAR-21 Assault Rifle;0;0,01
356012;354753;Null Cannon;0;0,01
356015;351064;'Primordial' Militia Caldari Medium Frame;0;0,01
356020;351064;'Thale' Militia Gallente Light Frame;0;0,01
356022;351064;'Fossil' Militia Minmatar Medium Frame;0;0,01
356023;351064;'Eon' Militia Amarr Heavy Frame;0;0,01
356024;351064;'Venom' Militia Amarr Heavy Frame;0;0,01
356031;351064;'Raven' Assault C-I;0;0,01
356032;351064;'Primordial' Assault C-I;0;0,01
356034;351064;'Eon' Sentinel A-I;0;0,01
356035;351064;'Venom' Sentinel A-I;0;0,01
356037;351064;'Sever' Logistics M-I;0;0,01
356038;351064;'Fossil' Logistics M-I;0;0,01
356040;351064;'Valor' Scout G-I;0;0,01
356041;351064;'Thale' Scout G-I;0;0,01
356042;350858;Krin's SIN-11 Assault Rifle;0;0,01
356044;350858;Cala's MK-33 Submachine Gun;0;0,01
356046;350858;Gastun's BRN-50 Forge Gun;0;0,01
356048;350858;Thale's TAR-07 Sniper Rifle;0;0,01
356050;350858;Wolfman's PCP-30 Scrambler Pistol;0;0,01
356052;350858;Gastun's MIN-7 HMG;0;0,01
356053;351064;'Quafe' Assault C-I;0;0,01
356056;351064;'Quafe' Assault C/1-Series;0;0,01
356058;351064;'Quafe' Assault ck.0;0;0,01
356059;351064;'Quafe' Scout G-I;0;0,01
356065;351064;'Quafe' Scout gk.0;0;0,01
356068;351210;'AG-01' Grimsnes;0;0,01
356069;351210;'CD-41' Myron;0;0,01
356072;351210;'AI-102' Madrugar;0;0,01
356073;351210;'HC-130' Gunnlogi;0;0,01
356075;351210;'LC-217' Saga;0;0,01
356077;351210;'LG-88' Methana;0;0,01
356106;351064;'Valor' Assault C-I;0;0,01
356107;351064;'Sever' Assault C-I;0;0,01
356108;351064;'Valor' Sentinel A-I;0;0,01
356109;351064;'Raven' Sentinel A-I;0;0,01
356110;351064;'Sever' Sentinel A-I;0;0,01
356111;351064;'Valor' Logistics M-I;0;0,01
356112;351064;'Raven' Logistics M-I;0;0,01
356113;351064;'Raven' Scout G-I;0;0,01
356114;351064;'Sever' Scout G-I;0;0,01
356115;350858;'Daemon' Shotgun;0;0,01
356116;350858;'Carnifax' Locus Grenade;0;0,01
356207;351210;Chakram;0;0,01
356211;351210;Kubera;0;0,01
356214;350858;Anti-MCC Turret;0;0,01
356300;350858;Flaylock Pistol;0;0,01
356305;351844;K-CR Triage Nanohive;0;0,01
356306;351844;Wiyrkomi Triage Nanohive;0;0,01
356322;354753;Null Cannon;0;0,01
356331;350858;Anti-MCC Turret;0;0,01
356332;350858;Anti-MCC Turret;0;0,01
356333;350858;Anti-MCC Turret;0;0,01
356334;350858;Anti-MCC Turret;0;0,01
356335;354753;Null Cannon;0;0,01
356336;354753;Null Cannon;0;0,01
356337;354753;Null Cannon;0;0,01
356393;350858;Seeker Flaylock;0;0,01
356401;351064;Commando A-I;0;0,01
356416;351121;[DEV] Remote Armor Repairer;0;0,01
356426;350858;Nova Knives;0;0,01
356471;351121;Conscript Tracking Enhancer I;0;0,01
356473;351121;Conscript Tracking Computer I;0;0,01
356495;351121;G-11 Nonlinear Tracking Processor;0;0,01
356496;351121;Conscript Tracking Computer II;0;0,01
356497;351121;'Delphi' Tracking CPU;0;0,01
356498;351121;Delta-Nought Tracking Mode;0;0,01
356499;351121;Conscript Tracking Enhancer II;0;0,01
356500;351121;Zeta-Nought Tracking Mode;0;0,01
356514;350858;Handheld weapon needs a name;0;0,01
356515;350858;Handheld weapon needs a name;0;0,01
356516;350858;Handheld weapon needs a name;0;0,01
356526;351121;Basic Range Amplifier;0;0,01
356559;351064;Assault - Medic;0;0,01
356562;351121;Advanced Precision Enhancer;0;0,01
356563;351121;Complex Precision Enhancer;0;0,01
356564;351121;'Visio' Basic Precision Enhancer;0;0,01
356565;351121;'Diaemus' Enhanced Precision Enhancer;0;0,01
356566;351121;'Auga' Complex Precision Enhancer;0;0,01
356567;351121;Enhanced Range Amplifier;0;0,01
356569;351064;Heavy B-Series;0;0,01
356570;351064;Heavy vk.1;0;0,01
356571;351064;Logistics B-Series;0;0,01
356572;351064;Logistics vk.1;0;0,01
356590;351121;Kinetic Energy Recovery System;0;0,01
356591;351121;Fusion Accelerator;0;0,01
356593;351121;Extended Shield Hardener;0;0,01
356594;351121;'Surge' Shield Reinforcement;0;0,01
356617;351064;'Neo' Assault C/1-Series;0;0,01
356618;351064;'Neo' Assault ck.0;0;0,01
356619;351064;'Neo' Assault C-I;0;0,01
356620;351064;'Neo' Scout G/1-Series;0;0,01
356621;351064;'Neo' Scout gk.0;0;0,01
356622;351064;'Neo' Scout G-I;0;0,01
356623;351064;'Neo' Sentinel A/1-Series;0;0,01
356624;351064;'Neo' Sentinel ak.0;0;0,01
356625;351064;'Neo' Sentinel A-I;0;0,01
356626;351064;'Neo' Logistics M/1-Series;0;0,01
356627;351064;'Neo' Logistics mk.0;0;0,01
356628;351064;'Neo' Logistics M-I;0;0,01
356629;351121;Militia Codebreaker;0;0,01
356630;350858;ZN-28 Nova Knives;0;0,01
356632;350858;Ishukone Nova Knives;0;0,01
356658;351648;Nova Knife Operation;0;0,01
356701;351648;Nova Knife Proficiency;0;0,01
356703;351121;'Oculus' Basic Range Amplifier;0;0,01
356704;351121;'Ultrasonic' Enhanced Range Amplifier;0;0,01
356705;351121;'Sjon' Complex Range Amplifer;0;0,01
356707;351121;Complex Range Amplifier;0;0,01
356708;351121;Militia Precision Enhancer;0;0,01
356709;351844;A-86 Active Scanner;0;0,01
356710;351844;CreoDron Active Scanner;0;0,01
356711;351121;Militia Range Amplifier;0;0,01
356724;351648;Profile Dampening;0;0,01
356725;351648;Sensor Upgrades;0;0,01
356788;351121;Militia Armor Plates Blueprint;0;0,01
356789;351121;Militia Armor Repairer Blueprint;0;0,01
356790;351121;Militia Cardiac Stimulant Blueprint;0;0,01
356791;351121;Militia Kinetic Catalyzer Blueprint;0;0,01
356792;351121;Militia Cardiac Regulator Blueprint;0;0,01
356793;351121;Militia Codebreaker Blueprint;0;0,01
356794;351121;Militia CPU Upgrade Blueprint;0;0,01
356795;351121;Militia Precision Enhancer Blueprint;0;0,01
356796;351121;Militia Profile Dampener Blueprint;0;0,01
356797;351121;Militia Range Amplifier Blueprint;0;0,01
356798;351121;Militia PG Upgrade Blueprint;0;0,01
356799;351121;Militia Shield Extender Blueprint;0;0,01
356800;351121;Militia Shield Recharger Blueprint;0;0,01
356801;351121;Militia Shield Regulator Blueprint;0;0,01
356802;351121;Militia Heavy Damage Modifier Blueprint;0;0,01
356803;351121;Militia Light Damage Modifier Blueprint;0;0,01
356804;351121;Militia Sidearm Damage Modifier Blueprint;0;0,01
356805;351121;Militia Myofibril Stimulant Blueprint;0;0,01
356819;351844;K-2 Nanohive;0;0,01
356827;351064;'Dren' Assault C-I;0;0,01
356828;351064;'Dren' Sentinel A-I;0;0,01
356829;351064;'Dren' Logistics M-I;0;0,01
356830;351064;'Dren' Scout G-I;0;0,01
356831;350858;'Dren' Shotgun;0;0,01
356833;350858;'Dren' Swarm Launcher;0;0,01
356835;350858;'Dren' Scrambler Pistol;0;0,01
356837;350858;'Dren' Assault Rifle;0;0,01
356839;350858;'Covenant' Sniper Rifle;0;0,01
356840;351064;'Covenant' Assault C-I;0;0,01
356841;351210;Ishukone Watch Saga;0;0,01
356842;351210;Blood Raiders Saga;0;0,01
356843;351844;Militia Drop Uplink Blueprint;0;0,01
356844;351844;Militia Nanohive Blueprint;0;0,01
356845;351844;Militia Repair Tool Blueprint;0;0,01
356846;351844;Militia Nanite Injector Blueprint;0;0,01
356847;350858;Militia Locus Grenade Blueprint;0;0,01
356848;350858;Militia Assault Rifle Blueprint;0;0,01
356849;350858;Militia Submachine Gun Blueprint;0;0,01
356850;350858;Militia Sniper Rifle Blueprint;0;0,01
356851;350858;Militia Swarm Launcher Blueprint;0;0,01
356852;350858;Militia Scrambler Pistol Blueprint;0;0,01
356853;350858;Militia Shotgun Blueprint;0;0,01
356854;351121;Militia Armor Repair Unit Blueprint;0;0,01
356855;351121;Militia Heavy Armor Repair Unit Blueprint;0;0,01
356857;351121;Militia 120mm Reinforced Steel Plates Blueprint;0;0,01
356858;351121;Militia 180mm Reinforced Steel Plates Blueprint;0;0,01
356859;351121;Militia 60mm Reinforced Steel Plates Blueprint;0;0,01
356860;351121;Militia Shield Booster Blueprint;0;0,01
356861;351121;Militia Heavy Shield Booster Blueprint;0;0,01
356862;351121;Militia Shield Extender Blueprint;0;0,01
356863;351121;Militia Heavy Shield Extender Blueprint;0;0,01
356864;351121;Militia Shield Regenerator Blueprint;0;0,01
356865;351121;Militia Shield Resistance Amplifier;0;0,01
356866;351121;Militia Field Stabilizer I;0;0,01
356867;351121;Militia Ballistic Control I Blueprint;0;0,01
356868;351121;Militia CPU Enhancer Blueprint;0;0,01
356869;351121;Militia Power Diagnostic System Blueprint;0;0,01
356870;351121;Militia Powergrid Expansion Unit Blueprint;0;0,01
356871;351210;Viper Blueprint;0;0,01
356872;351210;Gorgon Blueprint;0;0,01
356873;351210;Sica Blueprint;0;0,01
356874;351210;Soma Blueprint;0;0,01
356875;351210;Onikuma Blueprint;0;0,01
356876;351210;Baloch Blueprint;0;0,01
356877;351844;F/45 Remote Explosive;0;0,01
356878;351844;Boundless Remote Explosive;0;0,01
356882;351844;F/49 Proximity Explosive;0;0,01
356883;351844;Boundless Proximity Explosive;0;0,01
356900;351844;'Acolyth' A-86 Active Scanner;0;0,01
356901;351844;'Cirrus' CreoDron Active Scanner;0;0,01
356909;351210;HAV;0;0,01
356913;350858;'Exile' Assault Rifle;0;0,01
356914;350858;'Syndicate' Submachine Gun;0;0,01
356918;351844;'Eclipse' Active Scanner;0;0,01
356925;350858;Sniper Rifle [Experimental];0;0,01
357007;354753;[TEST] Drone Hive 2;0;0,01
357008;354753;Drone Hive - Lvl.3;0;0,01
357009;354753;[TEST] Drone Hive 2;0;0,01
357011;351844;Compact Nanohive;0;0,01
357018;351844;Flux Proximity Explosive;0;0,01
363069;350858;Thukker Contact Locus Grenade;0;0,01
363096;351121;Militia Mobile CRU Blueprint;0;0,01
363105;350858;ACOG Test Tactical Assault Rifle;0;0,01
363106;350858;Ironsight Test Assault Rifle;0;0,01
363107;350858;Red Dot Test Burst Assault Rifle;0;0,01
363309;350858;Militia Forge Gun;0;0,01
363310;351064;Enforcer;0;0,01
363349;351064;Balac's Modified Assault ck.0;0;0,01
363350;350858;Balac's MRN-30 Submachine Gun;0;0,01
363351;350858;Balac's N-17 Sniper Rifle;0;0,01
363354;351210;Angel Cartel Saga;0;0,01
363355;350858;KLA-90 Plasma Cannon;0;0,01
363356;350858;Allotek Plasma Cannon;0;0,01
363357;350858;'Charstone' Plasma Cannon;0;0,01
363358;350858;'Ripshade' KLA-90 Plasma Cannon;0;0,01
363359;350858;'Deadflood' Allotek Plasma Cannon;0;0,01
363360;351648;Plasma Cannon Operation;0;0,01
363362;351648;Plasma Cannon Proficiency;0;0,01
363388;351121;Microcell Nanite Armor Hardener;0;0,01
